Enrollment Month,Plan Type,County,Plan Name,Count of Enrollees,Count of Enrollees Annotation Code,Count of Enrollees Annotation Description
2019-09,Geographic Managed Care,Sacramento,Molina Healthcare of California/Sacramento,50232,None,None
2019-09,Geographic Managed Care,Sacramento,Health Net/Sac,105908,None,None
2019-09,Geographic Managed Care,Sacramento,Kaiser Foundation/Sac,88116,None,None
2019-09,Geographic Managed Care,Sacramento,Anthem Blue Cross Partnership Plan/Sac,178002,None,None
2019-09,Geographic Managed Care,San Diego ,Comm Hlth Grp/San Diego,254135,None,None
2019-09,Geographic Managed Care,San Diego ,Health Net/San Diego,66480,None,None
2019-09,Geographic Managed Care,San Diego ,Kaiser/San Diego,49268,None,None
2019-09,Geographic Managed Care,San Diego ,Molina Healthcare of California/San Diego,215211,None,None
2019-09,Geographic Managed Care,San Diego ,Care 1st Healthplan (SD),80507,None,None
2019-09,Imperial Model,Imperial,California Health and Wellness Plan/Imperial,61528,None,None
2019-09,Imperial Model,Imperial,Molina Healthcare of California/Imperial,13976,None,None
2019-09,Local Initiative (2 Plan),Alameda,Alameda Alliance for Hlth,250299,None,None
2019-09,Local Initiative (2 Plan),Contra Costa,Contra Costa Hlth Plan,175478,None,None
2019-09,Local Initiative (2 Plan),Fresno,CalViva Health Fresno,290877,None,None
2019-09,Local Initiative (2 Plan),Kern,Kern Hlth Systems,259715,None,None
2019-09,Local Initiative (2 Plan),Kings,CalViva Health Kings,29505,None,None
2019-09,Local Initiative (2 Plan),Los Angeles,LA CARE,2024238,None,None
2019-09,Local Initiative (2 Plan),Madera,CalViva Health Madera,37338,None,None
2019-09,Local Initiative (2 Plan),Riverside,Inland Emp Hlth Plan/Rvrsd,610407,None,None
2019-09,Local Initiative (2 Plan),San Bernardino,Inland Emp Hlth Plan/S Ber,619322,None,None
2019-09,Local Initiative (2 Plan),San Francisco,San Francisco Hlth Plan,125573,None,None
2019-09,Local Initiative (2 Plan),San Joaquin,Hlth Plan of San Joaquin,210292,None,None
2019-09,Local Initiative (2 Plan),Santa Clara,Santa Clara Family Hlth,237946,None,None
2019-09,Local Initiative (2 Plan),Stanislaus,Health Plan of San Joaquin,128391,None,None
2019-09,Local Initiative (2 Plan),Tulare,Anthem Blue Cross Partnership Plan/Tulare,93102,None,None
2019-09,PACE,Alameda,OnLok Senior Hlth dba OnLok Lifeways/Alameda,283,None,None
2019-09,PACE,Fresno,Central Valley Medical Service Corp/Fresno,693,None,None
2019-09,PACE,Humboldt,"Humboldt Senior Resource Center, Inc./Humboldt",179,None,None
2019-09,PACE,Los Angeles,Pacific PACE,15,None,None
2019-09,PACE,Orange,CalOPTIMA PACE,354,None,None
2019-09,PACE,Riverside,InnovAge PACE/Riverside,191,None,None
2019-09,PACE,San Bernardino,InnovAge PACE/San Bernardino,561,None,None
2019-09,PACE,San Diego ,St. Paul's PACE,918,None,None
2019-09,PACE,San Diego ,San Diego PACE/San Diego,572,None,None
2019-09,PACE,San Diego ,Gary and Mary West PACE of Northern San Diego,,1,Cell suppressed for small numbers
2019-09,PACE,San Diego ,Family Health Centers/San Diego,16,None,None
2019-09,PACE,San Francisco,OnLok Senior Hlth dba OnLok Lifeways/San Fran,1007,None,None
2019-09,PACE,Santa Clara,OnLok Lifeways,299,None,None
2019-09,Primary Care Case Mgmt,Los Angeles,AIDS HlthCare Found/ LA,616,None,None
2019-09,Regional,Alpine,Anthem Blue Cross Partnership Plan/Alpine,156,None,None
2019-09,Regional,Alpine,California Health & Wellness/Alpine,80,None,None
2019-09,Regional,Amador,Anthem Blue Cross Partnership Plan/Amador,4683,None,None
2019-09,Regional,Amador,California Health & Wellness/Amador,1263,None,None
2019-09,Regional,Amador,Kaiser/Amador,111,None,None
2019-09,Regional,Butte,Anthem Blue Cross Partnership Plan/Butte,22652,None,None
2019-09,Regional,Butte,California Health & Wellness/Butte,39756,None,None
2019-09,Regional,Calaveras,Anthem Blue Cross Partnership Plan/Calaveras,4156,None,None
2019-09,Regional,Calaveras,California Health & Wellness/Calaveras,5214,None,None
2019-09,Regional,Colusa,Anthem Blue Cross Partnership Plan/Colusa,4637,None,None
2019-09,Regional,Colusa,California Health & Wellness/Colusa,3200,None,None
2019-09,Regional,El Dorado,Anthem Blue Cross Partnership Plan/El Dorado,8242,None,None
2019-09,Regional,El Dorado,California Health & Wellness/El Dorado,18122,None,None
2019-09,Regional,El Dorado,Kaiser/El Dorado,2096,None,None
2019-09,Regional,Glenn,Anthem Blue Cross Partnership Plan/Glenn,2631,None,None
2019-09,Regional,Glenn,California Health & Wellness/Glenn,7435,None,None
2019-09,Regional,Inyo,Anthem Blue Cross Partnership Plan/Inyo,1918,None,None
2019-09,Regional,Inyo,California Health & Wellness/Inyo,1818,None,None
2019-09,Regional,Mariposa,Anthem Blue Cross Partnership Plan/Mariposa,3108,None,None
2019-09,Regional,Mariposa,California Health & Wellness/Mariposa,846,None,None
2019-09,Regional,Mono,Anthem Blue Cross Partnership Plan/Mono,1569,None,None
2019-09,Regional,Mono,California Health & Wellness/Mono,959,None,None
2019-09,Regional,Nevada,Anthem Blue Cross Partnership Plan/Nevada,11208,None,None
2019-09,Regional,Nevada,California Health & Wellness/Nevada,8757,None,None
2019-09,Regional,Placer,Anthem Blue Cross Partnership Plan/Placer,27265,None,None
2019-09,Regional,Placer,California Health & Wellness/Placer,9527,None,None
2019-09,Regional,Placer,Kaiser/Placer,7967,None,None
2019-09,Regional,Plumas,Anthem Blue Cross Partnership Plan/Plumas,2608,None,None
2019-09,Regional,Plumas,California Health & Wellness/Plumas,2578,None,None
2019-09,Regional,Sierra,Anthem Blue Cross Partnership Plan/Sierra,343,None,None
2019-09,Regional,Sierra,California Health & Wellness/Sierra,232,None,None
2019-09,Regional,Sutter,Anthem Blue Cross Partnership Plan/Sutter,20834,None,None
2019-09,Regional,Sutter,California Health & Wellness/Sutter,10533,None,None
2019-09,Regional,Tehama,Anthem Blue Cross Partnership Plan/Tehama,8247,None,None
2019-09,Regional,Tehama,California Health & Wellness/Tehama,11495,None,None
2019-09,Regional,Tuolumne,Anthem Blue Cross Partnership Plan/Tuolumne,4769,None,None
2019-09,Regional,Tuolumne,California Health & Wellness/Tuolumne,5205,None,None
2019-09,Regional,Yuba,Anthem Blue Cross Partnership Plan/Yuba,15610,None,None
2019-09,Regional,Yuba,California Health & Wellness/Yuba,9371,None,None
2019-09,San Benito Model,San Benito,Anthem Blue Cross/San Benito,7780,None,None
2019-09,SCAN,Los Angeles,SCAN Hlth Plan / LA,7691,None,None
2019-09,SCAN,Los Angeles,SCAN (Nurs hm cert) / LA,1503,None,None
2019-09,SCAN,Riverside,SCAN Hlth Plan/Rvrsd,2015,None,None
2019-09,SCAN,Riverside,SCAN (Nurs hm cert)/Rvrsd,497,None,None
2019-09,SCAN,San Bernardino,SCAN Hlth Plan/San Bern,1423,None,None
2019-09,SCAN,San Bernardino,SCAN (Nurs hm cert)/S Ber,328,None,None
2019-09,Special Project,San Joaquin,Stockton PACE/San Joaquin,84,None,None
2019-09,Special Project,Stanislaus,Stockton PACE/Stanislaus,,1,Cell suppressed for small numbers
2019-09,Special Project,Alameda,Cntr Elders Indep/Alameda,674,None,None
2019-09,Special Project,Contra Costa,Center for Elders Independence,98,None,None
2019-09,Special Project,Los Angeles,AltaMed Hlth Sr. Buena Care/LA,2642,None,None
2019-09,Special Project,Los Angeles,Brandman Ctrs for Senior Care,256,None,None
2019-09,Special Project,Sacramento,Sutter SeniorCare/Sac,396,None,None
2019-09,Special Project,San Diego ,Rady Childrens Hosp/San Diego,351,None,None
2019-09,Special Project,San Francisco,Family Mosaic Prj / SF,15,None,None
2019-10,Cal MediConnect,Los Angeles,Molina Healthcare Los Angeles CCI,1829,None,None
2019-10,Cal MediConnect,Riverside,Molina Healthcare Riverside CCI,1706,None,None
2019-10,Cal MediConnect,San Bernardino,Molina Healthcare San Bernardino CCI,1560,None,None
2019-10,Cal MediConnect,Los Angeles,LA CARE CCI,15547,None,None
2019-10,Cal MediConnect,Los Angeles,Health Net Los Angeles CCI,7954,None,None
2019-10,Cal MediConnect,Los Angeles,Blue Shield of California Promise (CMC)/Los Angeles,2661,None,None
2019-10,Cal MediConnect,Los Angeles,Anthem Blue Cross (CMC)/Los Angeles,2742,None,None
2019-10,Cal MediConnect,Orange,CalOPTIMA CCI,13978,None,None
2019-10,Cal MediConnect,Riverside,Inland Emp Hlth Plan/Rvrsd CCI,13999,None,None
2019-10,Cal MediConnect,San Bernardino,Inland Emp Hlth Plan/San Beranrdino CCI,13495,None,None
2019-10,Cal MediConnect,San Diego ,Care 1st Parternship CCI,2246,None,None
2019-10,Cal MediConnect,San Diego ,Community Health Group CCI,6172,None,None
2019-10,Cal MediConnect,San Diego ,Health Net San Diego CCI,1396,None,None
2019-10,Cal MediConnect,San Mateo,Hlth Plan of San Mateo CCI,8779,None,None
2019-10,Cal MediConnect,Santa Clara,Anthem Blue Cross Partnership Plan/Santa Clara CCI,2221,None,None
2019-10,Cal MediConnect,Santa Clara,Santa Clara Family Health Plan (CMC)/Santa Clara,7937,None,None
2019-10,Cal MediConnect,San Diego ,Molina Healthcare San Diego CCI,4099,None,None
2019-10,COHS,Del Norte,Partnership HealthPlan of CA/Del Norte,11187,None,None
2019-10,COHS,Humboldt,Partnership HealthPlan of CA/Humboldt,52320,None,None
2019-10,COHS,Lake,Partnership HealthPlan of CA/Lake,30025,None,None
2019-10,COHS,Lassen,Partnership HealthPlan of CA/Lassen,7115,None,None
2019-10,COHS,Marin,Partnership HealthPlan of CA/Marin,37197,None,None
2019-10,COHS,Mendocino,Partnership HealthPlan of CA/Mendocino,36059,None,None
2019-10,COHS,Merced,Central California Alliance for Health Merced,121311,None,None
2019-10,COHS,Modoc,Partnership HealthPlan of CA/Modoc,3201,None,None
2019-10,COHS,Monterey,Central California Alliance for Health/Montery,150176,None,None
2019-10,COHS,Napa,Partnership HP of CA/Napa,27681,None,None
2019-10,COHS,Orange,CalOPTIMA / Orange,728545,None,None
2019-10,COHS,San Luis Obispo,"Santa Barbara Hlth Authrty, San Luis Obispo",51507,None,None
2019-10,COHS,San Mateo,Hlth Plan of San Mateo,102289,None,None
2019-10,COHS,Santa Barbara,Santa Barbara Hlth Authrty,123976,None,None
2019-10,COHS,Santa Cruz,Central California Alliance for Health/Santa Cruz,65287,None,None
2019-10,COHS,Shasta,Partnership HealthPlan of CA/Shasta,58965,None,None
2019-10,COHS,Siskiyou,Partnership HealthPlan of CA/Siskiyou,17097,None,None
2019-10,COHS,Solano,Partnership HP of CA/Solano,106037,None,None
2019-10,COHS,Sonoma,Partnership HealthPlan of CA/Sonoma,103714,None,None
2019-10,COHS,Trinity,Partnership HealthPlan of CA/Trinity,4135,None,None
2019-10,COHS,Ventura,Gold Coast Health Plan Ventura,195658,None,None
2019-10,COHS,Yolo,Partnership HealthPlan of CA/Yolo,50554,None,None
2019-10,Commercial Plan (2 Plan),Alameda,Anthem Blue Cross Partnership Plan/Alameda,58353,None,None
2019-10,Commercial Plan (2 Plan),Contra Costa,Anthem Blue Cross Partnership Plan/CC,26298,None,None
2019-10,Commercial Plan (2 Plan),Fresno,Anthem Blue Cross Partnership Plan/Fresno,104897,None,None
2019-10,Commercial Plan (2 Plan),Kern,Heath Net/Kern,65352,None,None
2019-10,Commercial Plan (2 Plan),Kings,Anthem Blue Cross Partnership Plan/Kings,19153,None,None
2019-10,Commercial Plan (2 Plan),Los Angeles,Health Net / LA,949470,None,None
2019-10,Commercial Plan (2 Plan),Madera,Anthem Blue Cross Partnership Plan/Madera,19573,None,None
2019-10,Commercial Plan (2 Plan),Riverside,Molina Healthcare of California/Riverside,81203,None,None
2019-10,Commercial Plan (2 Plan),San Bernardino,Molina Healthcare of California/San Bernardino,65556,None,None
2019-10,Commercial Plan (2 Plan),San Francisco,Anthem Blue Cross Partnership Plan/SF,17672,None,None
2019-10,Commercial Plan (2 Plan),San Joaquin,Health Net/San Joaquin,19829,None,None
2019-10,Commercial Plan (2 Plan),Santa Clara,Anthem Blue Cross Partnership Plan/SC,65209,None,None
2019-10,Commercial Plan (2 Plan),Stanislaus,Health Net/Stanislaus,61307,None,None
2019-10,Commercial Plan (2 Plan),Tulare,Health Net/Tulare,110373,None,None
2019-10,Dental,Los Angeles,Health Net of California,172256,None,None
2019-10,Dental,Los Angeles,Access Dental Plan/LA,140380,None,None
2019-10,Dental,Los Angeles,Liberty Dental Plan of CA (LA),62231,None,None
2019-10,Dental,Sacramento,Access Dental Plan/Sacto,125684,None,None
2019-10,Dental,Sacramento,Liberty Dental Plan of CA/Sacto,164907,None,None
2019-10,Dental,Sacramento,Health Net of California Dental,128066,None,None
2019-10,Geographic Managed Care,Sacramento,Aetna Better Health / Sacramento,8332,None,None
2019-10,Geographic Managed Care,San Diego ,Aetna Better Health / San Diego,10648,None,None
2019-10,Geographic Managed Care,San Diego ,UnitedHealthCare / San Diego,11813,None,None
2019-10,Geographic Managed Care,Sacramento,Molina Healthcare of California/Sacramento,50023,None,None
2019-10,Geographic Managed Care,Sacramento,Health Net/Sac,105832,None,None
2019-10,Geographic Managed Care,Sacramento,Kaiser Foundation/Sac,88177,None,None
2019-10,Geographic Managed Care,Sacramento,Anthem Blue Cross Partnership Plan/Sac,177826,None,None
2019-10,Geographic Managed Care,San Diego ,Comm Hlth Grp/San Diego,253067,None,None
2019-10,Geographic Managed Care,San Diego ,Health Net/San Diego,65705,None,None
2019-10,Geographic Managed Care,San Diego ,Kaiser/San Diego,49037,None,None
2019-10,Geographic Managed Care,San Diego ,Molina Healthcare of California/San Diego,214286,None,None
2019-10,Geographic Managed Care,San Diego ,Care 1st Healthplan (SD),80691,None,None
2019-10,Imperial Model,Imperial,California Health and Wellness Plan/Imperial,61496,None,None
2019-10,Imperial Model,Imperial,Molina Healthcare of California/Imperial,13940,None,None
2019-10,Local Initiative (2 Plan),Alameda,Alameda Alliance for Hlth,248906,None,None
2019-10,Local Initiative (2 Plan),Contra Costa,Contra Costa Hlth Plan,174971,None,None
2019-10,Local Initiative (2 Plan),Fresno,CalViva Health Fresno,289701,None,None
2019-10,Local Initiative (2 Plan),Kern,Kern Hlth Systems,260341,None,None
2019-10,Local Initiative (2 Plan),Kings,CalViva Health Kings,29508,None,None
2019-10,Local Initiative (2 Plan),Los Angeles,LA CARE,2022412,None,None
2019-10,Local Initiative (2 Plan),Madera,CalViva Health Madera,37401,None,None
2019-10,Local Initiative (2 Plan),Riverside,Inland Emp Hlth Plan/Rvrsd,610633,None,None
2019-10,Local Initiative (2 Plan),San Bernardino,Inland Emp Hlth Plan/S Ber,619369,None,None
2019-10,Local Initiative (2 Plan),San Francisco,San Francisco Hlth Plan,127385,None,None
2019-10,Local Initiative (2 Plan),San Joaquin,Hlth Plan of San Joaquin,209759,None,None
2019-10,Local Initiative (2 Plan),Santa Clara,Santa Clara Family Hlth,240153,None,None
2019-10,Local Initiative (2 Plan),Stanislaus,Health Plan of San Joaquin,128162,None,None
2019-10,Local Initiative (2 Plan),Tulare,Anthem Blue Cross Partnership Plan/Tulare,93051,None,None
2019-10,PACE,Alameda,OnLok Senior Hlth dba OnLok Lifeways/Alameda,279,None,None
2019-10,PACE,Fresno,Central Valley Medical Service Corp/Fresno,726,None,None
2019-10,PACE,Humboldt,"Humboldt Senior Resource Center, Inc./Humboldt",185,None,None
2019-10,PACE,Los Angeles,Pacific PACE,22,None,None
2019-10,PACE,Orange,CalOPTIMA PACE,364,None,None
2019-10,PACE,Riverside,InnovAge PACE/Riverside,210,None,None
2019-10,PACE,San Bernardino,InnovAge PACE/San Bernardino,557,None,None
2019-10,PACE,San Diego ,St. Paul's PACE,928,None,None
2019-10,PACE,San Diego ,San Diego PACE/San Diego,611,None,None
2019-10,PACE,San Diego ,Gary and Mary West PACE of Northern San Diego,,1,Cell suppressed for small numbers
2019-10,PACE,San Diego ,Family Health Centers/San Diego,22,None,None
2019-10,PACE,San Francisco,OnLok Senior Hlth dba OnLok Lifeways/San Fran,1009,None,None
2019-10,PACE,Santa Clara,OnLok Lifeways,310,None,None
2019-10,Primary Care Case Mgmt,Los Angeles,AIDS HlthCare Found/ LA,611,None,None
2019-10,Regional,Alpine,Anthem Blue Cross Partnership Plan/Alpine,148,None,None
2019-10,Regional,Alpine,California Health & Wellness/Alpine,74,None,None
2019-10,Regional,Amador,Anthem Blue Cross Partnership Plan/Amador,4699,None,None
2019-10,Regional,Amador,California Health & Wellness/Amador,1240,None,None
2019-10,Regional,Amador,Kaiser/Amador,109,None,None
2019-10,Regional,Butte,Anthem Blue Cross Partnership Plan/Butte,22180,None,None
2019-10,Regional,Butte,California Health & Wellness/Butte,39570,None,None
2019-10,Regional,Calaveras,Anthem Blue Cross Partnership Plan/Calaveras,4124,None,None
2019-10,Regional,Calaveras,California Health & Wellness/Calaveras,5132,None,None
2019-10,Regional,Colusa,Anthem Blue Cross Partnership Plan/Colusa,4641,None,None
2019-10,Regional,Colusa,California Health & Wellness/Colusa,3227,None,None
2019-10,Regional,El Dorado,Anthem Blue Cross Partnership Plan/El Dorado,8214,None,None
2019-10,Regional,El Dorado,California Health & Wellness/El Dorado,18009,None,None
2019-10,Regional,El Dorado,Kaiser/El Dorado,2103,None,None
2019-10,Regional,Glenn,Anthem Blue Cross Partnership Plan/Glenn,2574,None,None
2019-10,Regional,Glenn,California Health & Wellness/Glenn,7433,None,None
2019-10,Regional,Inyo,Anthem Blue Cross Partnership Plan/Inyo,1925,None,None
2019-10,Regional,Inyo,California Health & Wellness/Inyo,1836,None,None
2019-10,Regional,Mariposa,Anthem Blue Cross Partnership Plan/Mariposa,3105,None,None
2019-10,Regional,Mariposa,California Health & Wellness/Mariposa,833,None,None
2019-10,Regional,Mono,Anthem Blue Cross Partnership Plan/Mono,1551,None,None
2019-10,Regional,Mono,California Health & Wellness/Mono,958,None,None
2019-10,Regional,Nevada,Anthem Blue Cross Partnership Plan/Nevada,11048,None,None
2019-10,Regional,Nevada,California Health & Wellness/Nevada,8716,None,None
2019-10,Regional,Placer,Anthem Blue Cross Partnership Plan/Placer,27191,None,None
2019-10,Regional,Placer,California Health & Wellness/Placer,9486,None,None
2019-10,Regional,Placer,Kaiser/Placer,8011,None,None
2019-10,Regional,Plumas,Anthem Blue Cross Partnership Plan/Plumas,2610,None,None
2019-10,Regional,Plumas,California Health & Wellness/Plumas,2593,None,None
2019-10,Regional,Sierra,Anthem Blue Cross Partnership Plan/Sierra,342,None,None
2019-10,Regional,Sierra,California Health & Wellness/Sierra,234,None,None
2019-10,Regional,Sutter,Anthem Blue Cross Partnership Plan/Sutter,20722,None,None
2019-10,Regional,Sutter,California Health & Wellness/Sutter,10555,None,None
2019-10,Regional,Tehama,Anthem Blue Cross Partnership Plan/Tehama,8301,None,None
2019-10,Regional,Tehama,California Health & Wellness/Tehama,11633,None,None
2019-10,Regional,Tuolumne,Anthem Blue Cross Partnership Plan/Tuolumne,4802,None,None
2019-10,Regional,Tuolumne,California Health & Wellness/Tuolumne,5164,None,None
2019-10,Regional,Yuba,Anthem Blue Cross Partnership Plan/Yuba,15628,None,None
2019-10,Regional,Yuba,California Health & Wellness/Yuba,9401,None,None
2019-10,San Benito Model,San Benito,Anthem Blue Cross/San Benito,7695,None,None
2019-10,SCAN,Los Angeles,SCAN Hlth Plan / LA,7684,None,None
2019-10,SCAN,Los Angeles,SCAN (Nurs hm cert) / LA,1495,None,None
2019-10,SCAN,Riverside,SCAN Hlth Plan/Rvrsd,2017,None,None
2019-10,SCAN,Riverside,SCAN (Nurs hm cert)/Rvrsd,495,None,None
2019-10,SCAN,San Bernardino,SCAN Hlth Plan/San Bern,1428,None,None
2019-10,SCAN,San Bernardino,SCAN (Nurs hm cert)/S Ber,322,None,None
2019-10,Special Project,San Joaquin,Stockton PACE/San Joaquin,94,None,None
2019-10,Special Project,Stanislaus,Stockton PACE/Stanislaus,11,None,None
2019-10,Special Project,Alameda,Cntr Elders Indep/Alameda,690,None,None
2019-10,Special Project,Contra Costa,Center for Elders Independence,100,None,None
2019-10,Special Project,Los Angeles,AltaMed Hlth Sr. Buena Care/LA,2674,None,None
2019-10,Special Project,Los Angeles,Brandman Ctrs for Senior Care,253,None,None
2019-10,Special Project,Sacramento,Sutter SeniorCare/Sac,409,None,None
2019-10,Special Project,San Diego ,Rady Childrens Hosp/San Diego,350,None,None
2019-10,Special Project,San Francisco,Family Mosaic Prj / SF,15,None,None
2019-11,Cal MediConnect,Los Angeles,Molina Healthcare Los Angeles CCI,1845,None,None
2019-11,Cal MediConnect,Riverside,Molina Healthcare Riverside CCI,1692,None,None
2019-11,Cal MediConnect,San Bernardino,Molina Healthcare San Bernardino CCI,1549,None,None
2019-11,Cal MediConnect,Los Angeles,LA CARE CCI,15703,None,None
2019-11,Cal MediConnect,Los Angeles,Health Net Los Angeles CCI,7896,None,None
2019-11,Cal MediConnect,Los Angeles,Blue Shield of California Promise (CMC)/Los Angeles,2709,None,None
2019-11,Cal MediConnect,Los Angeles,Anthem Blue Cross (CMC)/Los Angeles,2716,None,None
2019-11,Cal MediConnect,Orange,CalOPTIMA CCI,14070,None,None
2019-11,Cal MediConnect,Riverside,Inland Emp Hlth Plan/Rvrsd CCI,14091,None,None
2019-11,Cal MediConnect,San Bernardino,Inland Emp Hlth Plan/San Beranrdino CCI,13604,None,None
2019-11,Cal MediConnect,San Diego ,Care 1st Parternship CCI,2263,None,None
2019-11,Cal MediConnect,San Diego ,Community Health Group CCI,6226,None,None
2019-11,Cal MediConnect,San Diego ,Health Net San Diego CCI,1385,None,None
2019-11,Cal MediConnect,San Mateo,Hlth Plan of San Mateo CCI,8756,None,None
2019-11,Cal MediConnect,Santa Clara,Anthem Blue Cross Partnership Plan/Santa Clara CCI,2192,None,None
2019-11,Cal MediConnect,Santa Clara,Santa Clara Family Health Plan (CMC)/Santa Clara,8038,None,None
2019-11,Cal MediConnect,San Diego ,Molina Healthcare San Diego CCI,4101,None,None
2019-11,COHS,Del Norte,Partnership HealthPlan of CA/Del Norte,11108,None,None
2019-11,COHS,Humboldt,Partnership HealthPlan of CA/Humboldt,52219,None,None
2019-11,COHS,Lake,Partnership HealthPlan of CA/Lake,29770,None,None
2019-11,COHS,Lassen,Partnership HealthPlan of CA/Lassen,7144,None,None
2019-11,COHS,Marin,Partnership HealthPlan of CA/Marin,36948,None,None
2019-11,COHS,Mendocino,Partnership HealthPlan of CA/Mendocino,35642,None,None
2019-11,COHS,Merced,Central California Alliance for Health Merced,121048,None,None
2019-11,COHS,Modoc,Partnership HealthPlan of CA/Modoc,3222,None,None
2019-11,COHS,Monterey,Central California Alliance for Health/Montery,149776,None,None
2019-11,COHS,Napa,Partnership HP of CA/Napa,27792,None,None
2019-11,COHS,Orange,CalOPTIMA / Orange,722253,None,None
2019-11,COHS,San Luis Obispo,"Santa Barbara Hlth Authrty, San Luis Obispo",51334,None,None
2019-11,COHS,San Mateo,Hlth Plan of San Mateo,101955,None,None
2019-11,COHS,Santa Barbara,Santa Barbara Hlth Authrty,123856,None,None
2019-11,COHS,Santa Cruz,Central California Alliance for Health/Santa Cruz,65071,None,None
2019-11,COHS,Shasta,Partnership HealthPlan of CA/Shasta,58812,None,None
2019-11,COHS,Siskiyou,Partnership HealthPlan of CA/Siskiyou,16984,None,None
2019-11,COHS,Solano,Partnership HP of CA/Solano,105500,None,None
2019-11,COHS,Sonoma,Partnership HealthPlan of CA/Sonoma,103289,None,None
2019-11,COHS,Trinity,Partnership HealthPlan of CA/Trinity,4139,None,None
2019-11,COHS,Ventura,Gold Coast Health Plan Ventura,194778,None,None
2019-11,COHS,Yolo,Partnership HealthPlan of CA/Yolo,50490,None,None
2019-11,Commercial Plan (2 Plan),Alameda,Anthem Blue Cross Partnership Plan/Alameda,57892,None,None
2019-11,Commercial Plan (2 Plan),Contra Costa,Anthem Blue Cross Partnership Plan/CC,26267,None,None
2019-11,Commercial Plan (2 Plan),Fresno,Anthem Blue Cross Partnership Plan/Fresno,104333,None,None
2019-11,Commercial Plan (2 Plan),Kern,Heath Net/Kern,64760,None,None
2019-11,Commercial Plan (2 Plan),Kings,Anthem Blue Cross Partnership Plan/Kings,19191,None,None
2019-11,Commercial Plan (2 Plan),Los Angeles,Health Net / LA,949800,None,None
2019-11,Commercial Plan (2 Plan),Madera,Anthem Blue Cross Partnership Plan/Madera,19516,None,None
2019-11,Commercial Plan (2 Plan),Riverside,Molina Healthcare of California/Riverside,81506,None,None
2019-11,Commercial Plan (2 Plan),San Bernardino,Molina Healthcare of California/San Bernardino,64855,None,None
2019-11,Commercial Plan (2 Plan),San Francisco,Anthem Blue Cross Partnership Plan/SF,17562,None,None
2019-11,Commercial Plan (2 Plan),San Joaquin,Health Net/San Joaquin,19769,None,None
2019-11,Commercial Plan (2 Plan),Santa Clara,Anthem Blue Cross Partnership Plan/SC,64844,None,None
2019-11,Commercial Plan (2 Plan),Stanislaus,Health Net/Stanislaus,61015,None,None
2019-11,Commercial Plan (2 Plan),Tulare,Health Net/Tulare,109886,None,None
2019-11,Dental,Los Angeles,Health Net of California,172161,None,None
2019-11,Dental,Los Angeles,Access Dental Plan/LA,138886,None,None
2019-11,Dental,Los Angeles,Liberty Dental Plan of CA (LA),62196,None,None
2019-11,Dental,Sacramento,Access Dental Plan/Sacto,125474,None,None
2019-11,Dental,Sacramento,Liberty Dental Plan of CA/Sacto,164999,None,None
2019-11,Dental,Sacramento,Health Net of California Dental,128279,None,None
2019-11,Geographic Managed Care,Sacramento,Aetna Better Health / Sacramento,8688,None,None
2019-11,Geographic Managed Care,San Diego ,Aetna Better Health / San Diego,10896,None,None
2019-11,Geographic Managed Care,San Diego ,UnitedHealthCare / San Diego,12116,None,None
2019-11,Geographic Managed Care,Sacramento,Molina Healthcare of California/Sacramento,49785,None,None
2019-11,Geographic Managed Care,Sacramento,Health Net/Sac,105674,None,None
2019-11,Geographic Managed Care,Sacramento,Kaiser Foundation/Sac,88047,None,None
2019-11,Geographic Managed Care,Sacramento,Anthem Blue Cross Partnership Plan/Sac,177839,None,None
2019-11,Geographic Managed Care,San Diego ,Comm Hlth Grp/San Diego,251332,None,None
2019-11,Geographic Managed Care,San Diego ,Health Net/San Diego,64965,None,None
2019-11,Geographic Managed Care,San Diego ,Kaiser/San Diego,48798,None,None
2019-11,Geographic Managed Care,San Diego ,Molina Healthcare of California/San Diego,212517,None,None
2019-11,Geographic Managed Care,San Diego ,Care 1st Healthplan (SD),80617,None,None
2019-11,Imperial Model,Imperial,California Health and Wellness Plan/Imperial,61564,None,None
2019-11,Imperial Model,Imperial,Molina Healthcare of California/Imperial,13843,None,None
2019-11,Local Initiative (2 Plan),Alameda,Alameda Alliance for Hlth,247083,None,None
2019-11,Local Initiative (2 Plan),Contra Costa,Contra Costa Hlth Plan,174271,None,None
2019-11,Local Initiative (2 Plan),Fresno,CalViva Health Fresno,288707,None,None
2019-11,Local Initiative (2 Plan),Kern,Kern Hlth Systems,260895,None,None
2019-11,Local Initiative (2 Plan),Kings,CalViva Health Kings,29564,None,None
2019-11,Local Initiative (2 Plan),Los Angeles,LA CARE,2023199,None,None
2019-11,Local Initiative (2 Plan),Madera,CalViva Health Madera,37470,None,None
2019-11,Local Initiative (2 Plan),Riverside,Inland Emp Hlth Plan/Rvrsd,611431,None,None
2019-11,Local Initiative (2 Plan),San Bernardino,Inland Emp Hlth Plan/S Ber,618704,None,None
2019-11,Local Initiative (2 Plan),San Francisco,San Francisco Hlth Plan,126981,None,None
2019-11,Local Initiative (2 Plan),San Joaquin,Hlth Plan of San Joaquin,209081,None,None
2019-11,Local Initiative (2 Plan),Santa Clara,Santa Clara Family Hlth,239084,None,None
2019-11,Local Initiative (2 Plan),Stanislaus,Health Plan of San Joaquin,128187,None,None
