HPSA Discipline Class,HPSA Geography Identification Number,HPSA Component Type Description,HPSA Name,HPSA ID,County Equivalent Name,Designation Type,HPSA Population Type,HPSA Status,HPSA Score,HPSA Designation Date,HPSA Designation Last Update Date,Data Warehouse Record Create Date
Primary Care,06073003211,Census Tract,Low Income - MSSA 161l/Lemon Grove South,1065039958,San Diego,HPSA Population,Low Income Population HPSA,Designated,10,3/18/2014,10/28/2017,1/8/2021
Primary Care,06073003212,Census Tract,Low Income - MSSA 161l/Lemon Grove South,1065039958,San Diego,HPSA Population,Low Income Population HPSA,Designated,10,3/18/2014,10/28/2017,1/8/2021
Primary Care,06073003213,Census Tract,Low Income - MSSA 161l/Lemon Grove South,1065039958,San Diego,HPSA Population,Low Income Population HPSA,Designated,10,3/18/2014,10/28/2017,1/8/2021
Primary Care,06073003214,Census Tract,Low Income - MSSA 161l/Lemon Grove South,1065039958,San Diego,HPSA Population,Low Income Population HPSA,Designated,10,3/18/2014,10/28/2017,1/8/2021
Primary Care,06073014101,Census Tract,Low Income - MSSA 161l/Lemon Grove South,1065039958,San Diego,HPSA Population,Low Income Population HPSA,Designated,10,3/18/2014,10/28/2017,1/8/2021
Primary Care,06073014102,Census Tract,Low Income - MSSA 161l/Lemon Grove South,1065039958,San Diego,HPSA Population,Low Income Population HPSA,Designated,10,3/18/2014,10/28/2017,1/8/2021
Primary Care,06073014200,Census Tract,Low Income - MSSA 161l/Lemon Grove South,1065039958,San Diego,HPSA Population,Low Income Population HPSA,Designated,10,3/18/2014,10/28/2017,1/8/2021
Primary Care,06073016902,Census Tract,MSSA 154/Barona/Moreno,1065632711,San Diego,Geographic HPSA,Geographic Population,Designated,11,8/5/2008,10/28/2017,1/8/2021
Primary Care,06073003501,Census Tract,LI-MSSA 161c/Downtown/Golden Hill,1067206989,San Diego,HPSA Population,Low Income Population HPSA,Designated,9,8/25/2000,4/3/2017,1/8/2021
Primary Care,06073003502,Census Tract,LI-MSSA 161c/Downtown/Golden Hill,1067206989,San Diego,HPSA Population,Low Income Population HPSA,Designated,9,8/25/2000,4/3/2017,1/8/2021
Primary Care,06073003601,Census Tract,LI-MSSA 161c/Downtown/Golden Hill,1067206989,San Diego,HPSA Population,Low Income Population HPSA,Designated,9,8/25/2000,4/3/2017,1/8/2021
Primary Care,06073003602,Census Tract,LI-MSSA 161c/Downtown/Golden Hill,1067206989,San Diego,HPSA Population,Low Income Population HPSA,Designated,9,8/25/2000,4/3/2017,1/8/2021
Primary Care,06073003800,Census Tract,LI-MSSA 161c/Downtown/Golden Hill,1067206989,San Diego,HPSA Population,Low Income Population HPSA,Designated,9,8/25/2000,4/3/2017,1/8/2021
Primary Care,06073003901,Census Tract,LI-MSSA 161c/Downtown/Golden Hill,1067206989,San Diego,HPSA Population,Low Income Population HPSA,Designated,9,8/25/2000,4/3/2017,1/8/2021
Primary Care,06073003902,Census Tract,LI-MSSA 161c/Downtown/Golden Hill,1067206989,San Diego,HPSA Population,Low Income Population HPSA,Designated,9,8/25/2000,4/3/2017,1/8/2021
Primary Care,06073004000,Census Tract,LI-MSSA 161c/Downtown/Golden Hill,1067206989,San Diego,HPSA Population,Low Income Population HPSA,Designated,9,8/25/2000,4/3/2017,1/8/2021
Primary Care,06073004100,Census Tract,LI-MSSA 161c/Downtown/Golden Hill,1067206989,San Diego,HPSA Population,Low Income Population HPSA,Designated,9,8/25/2000,4/3/2017,1/8/2021
Primary Care,06073004501,Census Tract,LI-MSSA 161c/Downtown/Golden Hill,1067206989,San Diego,HPSA Population,Low Income Population HPSA,Designated,9,8/25/2000,4/3/2017,1/8/2021
Primary Care,06073004600,Census Tract,LI-MSSA 161c/Downtown/Golden Hill,1067206989,San Diego,HPSA Population,Low Income Population HPSA,Designated,9,8/25/2000,4/3/2017,1/8/2021
Primary Care,06073004700,Census Tract,LI-MSSA 161c/Downtown/Golden Hill,1067206989,San Diego,HPSA Population,Low Income Population HPSA,Designated,9,8/25/2000,4/3/2017,1/8/2021
Primary Care,06073004800,Census Tract,LI-MSSA 161c/Downtown/Golden Hill,1067206989,San Diego,HPSA Population,Low Income Population HPSA,Designated,9,8/25/2000,4/3/2017,1/8/2021
Primary Care,06073004900,Census Tract,LI-MSSA 161c/Downtown/Golden Hill,1067206989,San Diego,HPSA Population,Low Income Population HPSA,Designated,9,8/25/2000,4/3/2017,1/8/2021
Primary Care,06073005000,Census Tract,LI-MSSA 161c/Downtown/Golden Hill,1067206989,San Diego,HPSA Population,Low Income Population HPSA,Designated,9,8/25/2000,4/3/2017,1/8/2021
Primary Care,06073005100,Census Tract,LI-MSSA 161c/Downtown/Golden Hill,1067206989,San Diego,HPSA Population,Low Income Population HPSA,Designated,9,8/25/2000,4/3/2017,1/8/2021
Primary Care,06073005200,Census Tract,LI-MSSA 161c/Downtown/Golden Hill,1067206989,San Diego,HPSA Population,Low Income Population HPSA,Designated,9,8/25/2000,4/3/2017,1/8/2021
Primary Care,06073005300,Census Tract,LI-MSSA 161c/Downtown/Golden Hill,1067206989,San Diego,HPSA Population,Low Income Population HPSA,Designated,9,8/25/2000,4/3/2017,1/8/2021
Primary Care,06073005400,Census Tract,LI-MSSA 161c/Downtown/Golden Hill,1067206989,San Diego,HPSA Population,Low Income Population HPSA,Designated,9,8/25/2000,4/3/2017,1/8/2021
Primary Care,06073005500,Census Tract,LI-MSSA 161c/Downtown/Golden Hill,1067206989,San Diego,HPSA Population,Low Income Population HPSA,Designated,9,8/25/2000,4/3/2017,1/8/2021
Primary Care,06073005600,Census Tract,LI-MSSA 161c/Downtown/Golden Hill,1067206989,San Diego,HPSA Population,Low Income Population HPSA,Designated,9,8/25/2000,4/3/2017,1/8/2021
Primary Care,06073001400,Census Tract,ME MSSA 161d - Chollas Creek/City Heights/East San Diego/Nor,1067572116,San Diego,HPSA Population,Medicaid Eligible Population HPSA,Designated,10,10/19/2020,10/19/2020,1/8/2021
Primary Care,06073001500,Census Tract,ME MSSA 161d - Chollas Creek/City Heights/East San Diego/Nor,1067572116,San Diego,HPSA Population,Medicaid Eligible Population HPSA,Designated,10,10/19/2020,10/19/2020,1/8/2021
Primary Care,06073002201,Census Tract,ME MSSA 161d - Chollas Creek/City Heights/East San Diego/Nor,1067572116,San Diego,HPSA Population,Medicaid Eligible Population HPSA,Designated,10,10/19/2020,10/19/2020,1/8/2021
Primary Care,06073002202,Census Tract,ME MSSA 161d - Chollas Creek/City Heights/East San Diego/Nor,1067572116,San Diego,HPSA Population,Medicaid Eligible Population HPSA,Designated,10,10/19/2020,10/19/2020,1/8/2021
Primary Care,06073002302,Census Tract,ME MSSA 161d - Chollas Creek/City Heights/East San Diego/Nor,1067572116,San Diego,HPSA Population,Medicaid Eligible Population HPSA,Designated,10,10/19/2020,10/19/2020,1/8/2021
Primary Care,06073002401,Census Tract,ME MSSA 161d - Chollas Creek/City Heights/East San Diego/Nor,1067572116,San Diego,HPSA Population,Medicaid Eligible Population HPSA,Designated,10,10/19/2020,10/19/2020,1/8/2021
Primary Care,06073002402,Census Tract,ME MSSA 161d - Chollas Creek/City Heights/East San Diego/Nor,1067572116,San Diego,HPSA Population,Medicaid Eligible Population HPSA,Designated,10,10/19/2020,10/19/2020,1/8/2021
Primary Care,06073002501,Census Tract,ME MSSA 161d - Chollas Creek/City Heights/East San Diego/Nor,1067572116,San Diego,HPSA Population,Medicaid Eligible Population HPSA,Designated,10,10/19/2020,10/19/2020,1/8/2021
Primary Care,06073002502,Census Tract,ME MSSA 161d - Chollas Creek/City Heights/East San Diego/Nor,1067572116,San Diego,HPSA Population,Medicaid Eligible Population HPSA,Designated,10,10/19/2020,10/19/2020,1/8/2021
Primary Care,06073002601,Census Tract,ME MSSA 161d - Chollas Creek/City Heights/East San Diego/Nor,1067572116,San Diego,HPSA Population,Medicaid Eligible Population HPSA,Designated,10,10/19/2020,10/19/2020,1/8/2021
Primary Care,06073002602,Census Tract,ME MSSA 161d - Chollas Creek/City Heights/East San Diego/Nor,1067572116,San Diego,HPSA Population,Medicaid Eligible Population HPSA,Designated,10,10/19/2020,10/19/2020,1/8/2021
Primary Care,06073002705,Census Tract,ME MSSA 161d - Chollas Creek/City Heights/East San Diego/Nor,1067572116,San Diego,HPSA Population,Medicaid Eligible Population HPSA,Designated,10,10/19/2020,10/19/2020,1/8/2021
Primary Care,06073002707,Census Tract,ME MSSA 161d - Chollas Creek/City Heights/East San Diego/Nor,1067572116,San Diego,HPSA Population,Medicaid Eligible Population HPSA,Designated,10,10/19/2020,10/19/2020,1/8/2021
Primary Care,06073002708,Census Tract,ME MSSA 161d - Chollas Creek/City Heights/East San Diego/Nor,1067572116,San Diego,HPSA Population,Medicaid Eligible Population HPSA,Designated,10,10/19/2020,10/19/2020,1/8/2021
Primary Care,06073002709,Census Tract,ME MSSA 161d - Chollas Creek/City Heights/East San Diego/Nor,1067572116,San Diego,HPSA Population,Medicaid Eligible Population HPSA,Designated,10,10/19/2020,10/19/2020,1/8/2021
Primary Care,06073002710,Census Tract,ME MSSA 161d - Chollas Creek/City Heights/East San Diego/Nor,1067572116,San Diego,HPSA Population,Medicaid Eligible Population HPSA,Designated,10,10/19/2020,10/19/2020,1/8/2021
Primary Care,06073003401,Census Tract,ME MSSA 161d - Chollas Creek/City Heights/East San Diego/Nor,1067572116,San Diego,HPSA Population,Medicaid Eligible Population HPSA,Designated,10,10/19/2020,10/19/2020,1/8/2021
Primary Care,06073004200,Census Tract,ME MSSA 161d - Chollas Creek/City Heights/East San Diego/Nor,1067572116,San Diego,HPSA Population,Medicaid Eligible Population HPSA,Designated,10,10/19/2020,10/19/2020,1/8/2021
Primary Care,06073004300,Census Tract,ME MSSA 161d - Chollas Creek/City Heights/East San Diego/Nor,1067572116,San Diego,HPSA Population,Medicaid Eligible Population HPSA,Designated,10,10/19/2020,10/19/2020,1/8/2021
Primary Care,06073004400,Census Tract,ME MSSA 161d - Chollas Creek/City Heights/East San Diego/Nor,1067572116,San Diego,HPSA Population,Medicaid Eligible Population HPSA,Designated,10,10/19/2020,10/19/2020,1/8/2021
Primary Care,06073003001,Census Tract,MSSA 161g/Lemon Grove Northwest/National City East,1067612550,San Diego,High Needs Geographic HPSA,Geographic Population,Designated,6,11/27/2012,4/13/2017,1/8/2021
Primary Care,06073003003,Census Tract,MSSA 161g/Lemon Grove Northwest/National City East,1067612550,San Diego,High Needs Geographic HPSA,Geographic Population,Designated,6,11/27/2012,4/13/2017,1/8/2021
Primary Care,06073003004,Census Tract,MSSA 161g/Lemon Grove Northwest/National City East,1067612550,San Diego,High Needs Geographic HPSA,Geographic Population,Designated,6,11/27/2012,4/13/2017,1/8/2021
Primary Care,06073003101,Census Tract,MSSA 161g/Lemon Grove Northwest/National City East,1067612550,San Diego,High Needs Geographic HPSA,Geographic Population,Designated,6,11/27/2012,4/13/2017,1/8/2021
Primary Care,06073003111,Census Tract,MSSA 161g/Lemon Grove Northwest/National City East,1067612550,San Diego,High Needs Geographic HPSA,Geographic Population,Designated,6,11/27/2012,4/13/2017,1/8/2021
Primary Care,06073003112,Census Tract,MSSA 161g/Lemon Grove Northwest/National City East,1067612550,San Diego,High Needs Geographic HPSA,Geographic Population,Designated,6,11/27/2012,4/13/2017,1/8/2021
Primary Care,06073003113,Census Tract,MSSA 161g/Lemon Grove Northwest/National City East,1067612550,San Diego,High Needs Geographic HPSA,Geographic Population,Designated,6,11/27/2012,4/13/2017,1/8/2021
Primary Care,06073003202,Census Tract,MSSA 161g/Lemon Grove Northwest/National City East,1067612550,San Diego,High Needs Geographic HPSA,Geographic Population,Designated,6,11/27/2012,4/13/2017,1/8/2021
Primary Care,06073003301,Census Tract,MSSA 161g/Lemon Grove Northwest/National City East,1067612550,San Diego,High Needs Geographic HPSA,Geographic Population,Designated,6,11/27/2012,4/13/2017,1/8/2021
Primary Care,06073003303,Census Tract,MSSA 161g/Lemon Grove Northwest/National City East,1067612550,San Diego,High Needs Geographic HPSA,Geographic Population,Designated,6,11/27/2012,4/13/2017,1/8/2021
Primary Care,06073003304,Census Tract,MSSA 161g/Lemon Grove Northwest/National City East,1067612550,San Diego,High Needs Geographic HPSA,Geographic Population,Designated,6,11/27/2012,4/13/2017,1/8/2021
Primary Care,06073003305,Census Tract,MSSA 161g/Lemon Grove Northwest/National City East,1067612550,San Diego,High Needs Geographic HPSA,Geographic Population,Designated,6,11/27/2012,4/13/2017,1/8/2021
Primary Care,06073003403,Census Tract,MSSA 161g/Lemon Grove Northwest/National City East,1067612550,San Diego,High Needs Geographic HPSA,Geographic Population,Designated,6,11/27/2012,4/13/2017,1/8/2021
Primary Care,06073003404,Census Tract,MSSA 161g/Lemon Grove Northwest/National City East,1067612550,San Diego,High Needs Geographic HPSA,Geographic Population,Designated,6,11/27/2012,4/13/2017,1/8/2021
Primary Care,06073011902,Census Tract,MSSA 161g/Lemon Grove Northwest/National City East,1067612550,San Diego,High Needs Geographic HPSA,Geographic Population,Designated,6,11/27/2012,4/13/2017,1/8/2021
Primary Care,06073012002,Census Tract,MSSA 161g/Lemon Grove Northwest/National City East,1067612550,San Diego,High Needs Geographic HPSA,Geographic Population,Designated,6,11/27/2012,4/13/2017,1/8/2021
Primary Care,06073012003,Census Tract,MSSA 161g/Lemon Grove Northwest/National City East,1067612550,San Diego,High Needs Geographic HPSA,Geographic Population,Designated,6,11/27/2012,4/13/2017,1/8/2021
Primary Care,06073012102,Census Tract,MSSA 161g/Lemon Grove Northwest/National City East,1067612550,San Diego,High Needs Geographic HPSA,Geographic Population,Designated,6,11/27/2012,4/13/2017,1/8/2021
Primary Care,06073012200,Census Tract,MSSA 161g/Lemon Grove Northwest/National City East,1067612550,San Diego,High Needs Geographic HPSA,Geographic Population,Designated,6,11/27/2012,4/13/2017,1/8/2021
Primary Care,06073014300,Census Tract,MSSA 161g/Lemon Grove Northwest/National City East,1067612550,San Diego,High Needs Geographic HPSA,Geographic Population,Designated,6,11/27/2012,4/13/2017,1/8/2021
Primary Care,06073014400,Census Tract,MSSA 161g/Lemon Grove Northwest/National City East,1067612550,San Diego,High Needs Geographic HPSA,Geographic Population,Designated,6,11/27/2012,4/13/2017,1/8/2021
Primary Care,06073022000,Census Tract,MSSA 161g/Lemon Grove Northwest/National City East,1067612550,San Diego,High Needs Geographic HPSA,Geographic Population,Designated,6,11/27/2012,4/13/2017,1/8/2021
Primary Care,06075023001,Census Tract,ME-MSSA 162f/Bayview/Candlestick/Hunters Point/Portola,1067342743,San Francisco,HPSA Population,Medicaid Eligible Population HPSA,Designated,14,3/20/2019,3/20/2019,1/8/2021
Primary Care,06075023003,Census Tract,ME-MSSA 162f/Bayview/Candlestick/Hunters Point/Portola,1067342743,San Francisco,HPSA Population,Medicaid Eligible Population HPSA,Designated,14,3/20/2019,3/20/2019,1/8/2021
Primary Care,06075023102,Census Tract,ME-MSSA 162f/Bayview/Candlestick/Hunters Point/Portola,1067342743,San Francisco,HPSA Population,Medicaid Eligible Population HPSA,Designated,14,3/20/2019,3/20/2019,1/8/2021
Primary Care,06075023103,Census Tract,ME-MSSA 162f/Bayview/Candlestick/Hunters Point/Portola,1067342743,San Francisco,HPSA Population,Medicaid Eligible Population HPSA,Designated,14,3/20/2019,3/20/2019,1/8/2021
Primary Care,06075023200,Census Tract,ME-MSSA 162f/Bayview/Candlestick/Hunters Point/Portola,1067342743,San Francisco,HPSA Population,Medicaid Eligible Population HPSA,Designated,14,3/20/2019,3/20/2019,1/8/2021
Primary Care,06075023300,Census Tract,ME-MSSA 162f/Bayview/Candlestick/Hunters Point/Portola,1067342743,San Francisco,HPSA Population,Medicaid Eligible Population HPSA,Designated,14,3/20/2019,3/20/2019,1/8/2021
Primary Care,06075023400,Census Tract,ME-MSSA 162f/Bayview/Candlestick/Hunters Point/Portola,1067342743,San Francisco,HPSA Population,Medicaid Eligible Population HPSA,Designated,14,3/20/2019,3/20/2019,1/8/2021
Primary Care,06075025600,Census Tract,ME-MSSA 162f/Bayview/Candlestick/Hunters Point/Portola,1067342743,San Francisco,HPSA Population,Medicaid Eligible Population HPSA,Designated,14,3/20/2019,3/20/2019,1/8/2021
Primary Care,06075025701,Census Tract,ME-MSSA 162f/Bayview/Candlestick/Hunters Point/Portola,1067342743,San Francisco,HPSA Population,Medicaid Eligible Population HPSA,Designated,14,3/20/2019,3/20/2019,1/8/2021
Primary Care,06075025702,Census Tract,ME-MSSA 162f/Bayview/Candlestick/Hunters Point/Portola,1067342743,San Francisco,HPSA Population,Medicaid Eligible Population HPSA,Designated,14,3/20/2019,3/20/2019,1/8/2021
Primary Care,06075025800,Census Tract,ME-MSSA 162f/Bayview/Candlestick/Hunters Point/Portola,1067342743,San Francisco,HPSA Population,Medicaid Eligible Population HPSA,Designated,14,3/20/2019,3/20/2019,1/8/2021
Primary Care,06075025900,Census Tract,ME-MSSA 162f/Bayview/Candlestick/Hunters Point/Portola,1067342743,San Francisco,HPSA Population,Medicaid Eligible Population HPSA,Designated,14,3/20/2019,3/20/2019,1/8/2021
Primary Care,06075026401,Census Tract,ME-MSSA 162f/Bayview/Candlestick/Hunters Point/Portola,1067342743,San Francisco,HPSA Population,Medicaid Eligible Population HPSA,Designated,14,3/20/2019,3/20/2019,1/8/2021
Primary Care,06075026402,Census Tract,ME-MSSA 162f/Bayview/Candlestick/Hunters Point/Portola,1067342743,San Francisco,HPSA Population,Medicaid Eligible Population HPSA,Designated,14,3/20/2019,3/20/2019,1/8/2021
Primary Care,06075026403,Census Tract,ME-MSSA 162f/Bayview/Candlestick/Hunters Point/Portola,1067342743,San Francisco,HPSA Population,Medicaid Eligible Population HPSA,Designated,14,3/20/2019,3/20/2019,1/8/2021
Primary Care,06075026404,Census Tract,ME-MSSA 162f/Bayview/Candlestick/Hunters Point/Portola,1067342743,San Francisco,HPSA Population,Medicaid Eligible Population HPSA,Designated,14,3/20/2019,3/20/2019,1/8/2021
Primary Care,06075060502,Census Tract,ME-MSSA 162f/Bayview/Candlestick/Hunters Point/Portola,1067342743,San Francisco,HPSA Population,Medicaid Eligible Population HPSA,Designated,14,3/20/2019,3/20/2019,1/8/2021
Primary Care,06075061000,Census Tract,ME-MSSA 162f/Bayview/Candlestick/Hunters Point/Portola,1067342743,San Francisco,HPSA Population,Medicaid Eligible Population HPSA,Designated,14,3/20/2019,3/20/2019,1/8/2021
Primary Care,06075061200,Census Tract,ME-MSSA 162f/Bayview/Candlestick/Hunters Point/Portola,1067342743,San Francisco,HPSA Population,Medicaid Eligible Population HPSA,Designated,14,3/20/2019,3/20/2019,1/8/2021
Primary Care,06075061400,Census Tract,ME-MSSA 162f/Bayview/Candlestick/Hunters Point/Portola,1067342743,San Francisco,HPSA Population,Medicaid Eligible Population HPSA,Designated,14,3/20/2019,3/20/2019,1/8/2021
Primary Care,06075980501,Census Tract,ME-MSSA 162f/Bayview/Candlestick/Hunters Point/Portola,1067342743,San Francisco,HPSA Population,Medicaid Eligible Population HPSA,Designated,14,3/20/2019,3/20/2019,1/8/2021
Primary Care,06075980600,Census Tract,ME-MSSA 162f/Bayview/Candlestick/Hunters Point/Portola,1067342743,San Francisco,HPSA Population,Medicaid Eligible Population HPSA,Designated,14,3/20/2019,3/20/2019,1/8/2021
Primary Care,06075980900,Census Tract,ME-MSSA 162f/Bayview/Candlestick/Hunters Point/Portola,1067342743,San Francisco,HPSA Population,Medicaid Eligible Population HPSA,Designated,14,3/20/2019,3/20/2019,1/8/2021
Primary Care,06077000100,Census Tract,MSSA 169b/Stockton South/Stockton Southeast,1065051535,San Joaquin,HPSA Population,Low Income Homeless Migrant Farmworker Population HPSA,Designated,14,7/31/2017,7/31/2017,1/8/2021
Primary Care,06077000300,Census Tract,MSSA 169b/Stockton South/Stockton Southeast,1065051535,San Joaquin,HPSA Population,Low Income Homeless Migrant Farmworker Population HPSA,Designated,14,7/31/2017,7/31/2017,1/8/2021
Primary Care,06077000401,Census Tract,MSSA 169b/Stockton South/Stockton Southeast,1065051535,San Joaquin,HPSA Population,Low Income Homeless Migrant Farmworker Population HPSA,Designated,14,7/31/2017,7/31/2017,1/8/2021
Primary Care,06077000402,Census Tract,MSSA 169b/Stockton South/Stockton Southeast,1065051535,San Joaquin,HPSA Population,Low Income Homeless Migrant Farmworker Population HPSA,Designated,14,7/31/2017,7/31/2017,1/8/2021
Primary Care,06077000500,Census Tract,MSSA 169b/Stockton South/Stockton Southeast,1065051535,San Joaquin,HPSA Population,Low Income Homeless Migrant Farmworker Population HPSA,Designated,14,7/31/2017,7/31/2017,1/8/2021
Primary Care,06077000600,Census Tract,MSSA 169b/Stockton South/Stockton Southeast,1065051535,San Joaquin,HPSA Population,Low Income Homeless Migrant Farmworker Population HPSA,Designated,14,7/31/2017,7/31/2017,1/8/2021
Primary Care,06077000700,Census Tract,MSSA 169b/Stockton South/Stockton Southeast,1065051535,San Joaquin,HPSA Population,Low Income Homeless Migrant Farmworker Population HPSA,Designated,14,7/31/2017,7/31/2017,1/8/2021
Primary Care,06077000801,Census Tract,MSSA 169b/Stockton South/Stockton Southeast,1065051535,San Joaquin,HPSA Population,Low Income Homeless Migrant Farmworker Population HPSA,Designated,14,7/31/2017,7/31/2017,1/8/2021
Primary Care,06077000900,Census Tract,MSSA 169b/Stockton South/Stockton Southeast,1065051535,San Joaquin,HPSA Population,Low Income Homeless Migrant Farmworker Population HPSA,Designated,14,7/31/2017,7/31/2017,1/8/2021
Primary Care,06077001600,Census Tract,MSSA 169b/Stockton South/Stockton Southeast,1065051535,San Joaquin,HPSA Population,Low Income Homeless Migrant Farmworker Population HPSA,Designated,14,7/31/2017,7/31/2017,1/8/2021
Primary Care,06077001700,Census Tract,MSSA 169b/Stockton South/Stockton Southeast,1065051535,San Joaquin,HPSA Population,Low Income Homeless Migrant Farmworker Population HPSA,Designated,14,7/31/2017,7/31/2017,1/8/2021
Primary Care,06077001800,Census Tract,MSSA 169b/Stockton South/Stockton Southeast,1065051535,San Joaquin,HPSA Population,Low Income Homeless Migrant Farmworker Population HPSA,Designated,14,7/31/2017,7/31/2017,1/8/2021
Primary Care,06077001900,Census Tract,MSSA 169b/Stockton South/Stockton Southeast,1065051535,San Joaquin,HPSA Population,Low Income Homeless Migrant Farmworker Population HPSA,Designated,14,7/31/2017,7/31/2017,1/8/2021
Primary Care,06077002000,Census Tract,MSSA 169b/Stockton South/Stockton Southeast,1065051535,San Joaquin,HPSA Population,Low Income Homeless Migrant Farmworker Population HPSA,Designated,14,7/31/2017,7/31/2017,1/8/2021
Primary Care,06077002100,Census Tract,MSSA 169b/Stockton South/Stockton Southeast,1065051535,San Joaquin,HPSA Population,Low Income Homeless Migrant Farmworker Population HPSA,Designated,14,7/31/2017,7/31/2017,1/8/2021
Primary Care,06077002201,Census Tract,MSSA 169b/Stockton South/Stockton Southeast,1065051535,San Joaquin,HPSA Population,Low Income Homeless Migrant Farmworker Population HPSA,Designated,14,7/31/2017,7/31/2017,1/8/2021
Primary Care,06077002202,Census Tract,MSSA 169b/Stockton South/Stockton Southeast,1065051535,San Joaquin,HPSA Population,Low Income Homeless Migrant Farmworker Population HPSA,Designated,14,7/31/2017,7/31/2017,1/8/2021
Primary Care,06077002300,Census Tract,MSSA 169b/Stockton South/Stockton Southeast,1065051535,San Joaquin,HPSA Population,Low Income Homeless Migrant Farmworker Population HPSA,Designated,14,7/31/2017,7/31/2017,1/8/2021
Primary Care,06077002401,Census Tract,MSSA 169b/Stockton South/Stockton Southeast,1065051535,San Joaquin,HPSA Population,Low Income Homeless Migrant Farmworker Population HPSA,Designated,14,7/31/2017,7/31/2017,1/8/2021
Primary Care,06077002402,Census Tract,MSSA 169b/Stockton South/Stockton Southeast,1065051535,San Joaquin,HPSA Population,Low Income Homeless Migrant Farmworker Population HPSA,Designated,14,7/31/2017,7/31/2017,1/8/2021
Primary Care,06077002503,Census Tract,MSSA 169b/Stockton South/Stockton Southeast,1065051535,San Joaquin,HPSA Population,Low Income Homeless Migrant Farmworker Population HPSA,Designated,14,7/31/2017,7/31/2017,1/8/2021
Primary Care,06077002504,Census Tract,MSSA 169b/Stockton South/Stockton Southeast,1065051535,San Joaquin,HPSA Population,Low Income Homeless Migrant Farmworker Population HPSA,Designated,14,7/31/2017,7/31/2017,1/8/2021
Primary Care,06077002701,Census Tract,MSSA 169b/Stockton South/Stockton Southeast,1065051535,San Joaquin,HPSA Population,Low Income Homeless Migrant Farmworker Population HPSA,Designated,14,7/31/2017,7/31/2017,1/8/2021
Primary Care,06077002702,Census Tract,MSSA 169b/Stockton South/Stockton Southeast,1065051535,San Joaquin,HPSA Population,Low Income Homeless Migrant Farmworker Population HPSA,Designated,14,7/31/2017,7/31/2017,1/8/2021
Primary Care,06077002800,Census Tract,MSSA 169b/Stockton South/Stockton Southeast,1065051535,San Joaquin,HPSA Population,Low Income Homeless Migrant Farmworker Population HPSA,Designated,14,7/31/2017,7/31/2017,1/8/2021
Primary Care,06077003601,Census Tract,MSSA 169b/Stockton South/Stockton Southeast,1065051535,San Joaquin,HPSA Population,Low Income Homeless Migrant Farmworker Population HPSA,Designated,14,7/31/2017,7/31/2017,1/8/2021
Primary Care,06077003602,Census Tract,MSSA 169b/Stockton South/Stockton Southeast,1065051535,San Joaquin,HPSA Population,Low Income Homeless Migrant Farmworker Population HPSA,Designated,14,7/31/2017,7/31/2017,1/8/2021
Primary Care,06077003700,Census Tract,MSSA 169b/Stockton South/Stockton Southeast,1065051535,San Joaquin,HPSA Population,Low Income Homeless Migrant Farmworker Population HPSA,Designated,14,7/31/2017,7/31/2017,1/8/2021
Primary Care,06077003801,Census Tract,MSSA 169b/Stockton South/Stockton Southeast,1065051535,San Joaquin,HPSA Population,Low Income Homeless Migrant Farmworker Population HPSA,Designated,14,7/31/2017,7/31/2017,1/8/2021
Primary Care,06077003802,Census Tract,MSSA 169b/Stockton South/Stockton Southeast,1065051535,San Joaquin,HPSA Population,Low Income Homeless Migrant Farmworker Population HPSA,Designated,14,7/31/2017,7/31/2017,1/8/2021
Primary Care,06077003803,Census Tract,MSSA 169b/Stockton South/Stockton Southeast,1065051535,San Joaquin,HPSA Population,Low Income Homeless Migrant Farmworker Population HPSA,Designated,14,7/31/2017,7/31/2017,1/8/2021
Primary Care,06077003500,Census Tract,Low Income - MSSA 167/Lockeford,1066531980,San Joaquin,HPSA Population,Low Income Population HPSA,Designated,11,4/4/2014,10/28/2017,1/8/2021
Primary Care,06077004600,Census Tract,Low Income - MSSA 167/Lockeford,1066531980,San Joaquin,HPSA Population,Low Income Population HPSA,Designated,11,4/4/2014,10/28/2017,1/8/2021
Primary Care,06077004701,Census Tract,Low Income - MSSA 167/Lockeford,1066531980,San Joaquin,HPSA Population,Low Income Population HPSA,Designated,11,4/4/2014,10/28/2017,1/8/2021
Primary Care,06077004703,Census Tract,Low Income - MSSA 167/Lockeford,1066531980,San Joaquin,HPSA Population,Low Income Population HPSA,Designated,11,4/4/2014,10/28/2017,1/8/2021
Primary Care,06077004704,Census Tract,Low Income - MSSA 167/Lockeford,1066531980,San Joaquin,HPSA Population,Low Income Population HPSA,Designated,11,4/4/2014,10/28/2017,1/8/2021
Primary Care,06077001300,Census Tract,LI-MSSA 169a/Stockton North Central,1068106658,San Joaquin,HPSA Population,Low Income Homeless Migrant Farmworker Population HPSA,Designated,10,7/19/2017,7/19/2017,1/8/2021
Primary Care,06077001400,Census Tract,LI-MSSA 169a/Stockton North Central,1068106658,San Joaquin,HPSA Population,Low Income Homeless Migrant Farmworker Population HPSA,Designated,10,7/19/2017,7/19/2017,1/8/2021
Primary Care,06077001500,Census Tract,LI-MSSA 169a/Stockton North Central,1068106658,San Joaquin,HPSA Population,Low Income Homeless Migrant Farmworker Population HPSA,Designated,10,7/19/2017,7/19/2017,1/8/2021
